DateTime,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8
20210710 11:40:54,508,502,501,504,502,502,502,502
20210710 11:40:55,508,502,501,504,502,502,502,502
20210710 11:40:56,508,502,501,504,502,502,502,502
20210710 11:40:57,508,502,501,504,502,502,502,502
20210710 11:40:58,508,502,501,504,502,502,502,502
20210710 11:40:59,508,502,501,504,502,502,502,502
20210710 11:41:00,508,502,501,504,502,502,502,502
20210710 11:41:01,508,502,501,504,502,502,502,502
20210710 11:41:02,508,502,501,504,502,502,502,502
20210710 11:41:03,508,502,501,504,502,502,502,502
20210710 11:41:04,508,502,501,504,502,502,502,502
20210710 11:41:05,508,502,501,504,502,502,502,502
20210710 11:41:06,508,502,501,504,502,502,502,502
20210710 11:41:07,508,502,501,504,502,502,502,502
20210710 11:41:08,508,502,501,504,502,502,502,502
20210710 11:41:09,508,502,501,504,502,502,502,502
20210710 11:41:10,508,502,501,504,502,502,502,502
20210710 11:41:11,508,502,501,504,502,502,502,502
20210710 11:41:12,508,502,501,504,502,502,502,502
20210710 11:41:13,508,502,501,504,502,502,502,502
20210710 11:41:14,508,502,501,504,502,502,502,502
20210710 11:41:15,508,502,501,504,502,502,502,502
20210710 11:41:16,508,502,501,504,502,502,502,502
20210710 11:41:17,508,502,501,504,502,502,502,502
20210710 11:41:18,508,502,501,504,502,502,502,502
