DateTime,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,,
20211128 11:49:39,511,506,507,511,507,502,503,512,,
20211128 11:49:40,507,506,507,507,507,502,503,508,,
20211128 11:49:41,511,506,507,511,507,502,503,512,,
20211128 11:49:42,507,506,507,507,507,502,503,508,,
20211128 11:49:43,511,506,507,511,507,502,503,512,,
20211128 11:49:44,507,506,507,511,507,502,503,512,,
20211128 11:49:45,507,506,507,511,507,502,503,508,,
20211128 11:49:46,507,506,507,511,507,502,503,508,,
20211128 11:49:47,507,506,507,511,507,502,503,508,,
20211128 11:49:48,507,506,507,511,507,502,503,508,,
20211128 11:49:49,507,506,507,511,507,502,503,508,,
20211128 11:49:50,507,506,507,511,507,502,503,508,,
20211128 11:49:51,507,506,507,507,507,502,503,508,,
20211128 11:49:52,507,506,507,507,507,502,503,508,,
20211128 11:49:53,507,506,507,511,507,502,503,508,,
20211128 11:49:54,507,506,507,511,507,502,503,508,,
20211128 11:49:55,507,506,507,511,507,502,503,508,,
20211128 11:49:56,507,506,507,511,507,502,503,508,,
20211128 11:49:57,511,506,507,508,507,502,503,504,,
20211128 11:49:58,507,506,507,511,507,502,503,503,,
20211128 11:49:59,507,506,507,507,507,502,503,504,,
20211128 11:50:00,507,506,507,507,507,502,503,503,,
20211128 11:50:01,507,506,507,511,507,502,503,504,,
20211128 11:50:02,507,506,507,507,507,502,503,503,,
20211128 11:50:03,507,506,507,511,507,502,503,503,,
20211128 11:50:04,507,506,507,511,507,502,503,504,,
20211128 11:50:05,511,506,507,511,507,502,503,504,,
20211128 11:50:06,507,506,507,511,507,502,503,503,,
20211128 11:50:07,507,506,507,511,507,502,503,504,,
20211128 11:50:08,511,506,507,511,507,502,503,504,,
20211128 11:50:09,507,506,507,507,507,502,503,504,,
20211128 11:50:10,507,506,507,511,507,502,503,504,,
20211128 11:50:11,507,506,507,511,507,502,503,504,,
20211128 11:50:12,507,506,507,511,507,502,503,503,,
20211128 11:50:13,507,506,507,511,507,502,503,504,,
20211128 11:50:14,507,506,507,511,507,502,503,504,,
20211128 11:50:15,511,506,507,511,507,502,503,502,,
20211128 11:50:16,507,506,507,507,507,502,503,503,,
20211128 11:50:17,507,506,507,511,507,502,503,504,,
20211128 11:50:18,507,506,507,511,507,502,503,503,,
20211128 11:50:19,507,506,507,511,507,502,503,504,,
20211128 11:50:20,507,506,507,511,507,502,503,499,,
20211128 11:50:21,507,506,507,507,507,502,503,503,,
20211128 11:50:22,507,506,507,511,507,502,503,499,,
20211128 11:50:23,511,506,507,511,507,502,503,503,,
20211128 11:50:24,511,506,507,511,507,502,503,499,,
20211128 11:50:25,507,506,507,507,507,502,503,504,,
20211128 11:50:26,507,506,507,511,507,502,503,499,,
20211128 11:50:27,511,506,507,511,507,502,503,499,,
20211128 11:50:28,508,506,507,507,507,502,503,503,,
20211128 11:50:29,511,506,507,511,507,502,503,503,,
20211128 11:50:30,511,506,507,511,507,502,503,503,,
20211128 11:50:31,507,506,507,511,507,502,503,499,,
20211128 11:50:32,507,506,507,511,507,502,503,499,,
20211128 11:50:33,511,506,507,511,507,502,503,499,,
20211128 11:50:34,507,506,507,511,507,502,503,499,,
20211128 11:50:35,507,506,507,511,507,502,503,499,,
20211128 11:50:36,507,506,507,511,507,502,503,499,,
20211128 11:50:37,511,506,507,511,507,502,503,499,,
20211128 11:50:38,511,506,507,511,507,502,503,499,,
20211128 11:50:39,511,506,507,511,507,502,503,499,,
20211128 11:50:40,507,506,507,511,507,502,503,499,,
20211128 11:50:41,507,506,507,511,507,502,503,499,,
20211128 11:50:42,507,506,507,511,507,502,503,499,,
20211128 11:50:43,507,506,507,511,507,502,503,499,,
20211128 11:50:44,511,506,507,511,507,502,503,504,,
20211128 11:50:45,507,506,507,511,507,502,503,499,,
20211128 11:50:46,507,506,507,511,507,502,503,499,,
20211128 11:50:47,508,506,507,511,507,502,503,499,,
20211128 11:50:48,507,506,507,511,507,502,503,499,,
20211128 11:54:18,715,999,539,507,507,510,511,508,,
